model,param,module,include,initial,lower_limit,upper_limit,provided_initial
tmds,local beta_threeplus_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmds,local beta_zero_Rail_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmds,local beta_oneplus_Rail_SMS_Pool = 0.648,preday,TRUE,0.648,0.648,0.648,0.648
tmds,local beta_twoplus_Rail_SMS_Pool = -2.55,preday,TRUE,-2.55,-2.55,-2.55,-2.55
tmds,local beta_threeplus_Rail_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmds,local beta_female_bus = 0.0894,preday,TRUE,0.0894,-1.9106,2.0894,0.0894
tmds,local beta_female_mrt = 0,preday,TRUE,0,-2,2,0
tmds,local beta_female_private_bus = -0.437,preday,TRUE,-0.437,-0.437,-0.437,-0.437
tmds,local beta_female_drive1 = 0,preday,TRUE,0,-2,2,0
tmds,local beta_female_share2 = -0.669,preday,TRUE,-0.669,-2.669,1.331,-0.669
tmds,local beta_female_share3 = -0.690,preday,TRUE,-0.69,-2.69,1.31,-0.69
tmds,local beta_female_motor = -2.60,preday,TRUE,-2.6,-4.6,-0.6,-2.6
tmds,local beta_female_taxi = 0.404,preday,TRUE,0.404,0.404,0.404,0.404
tmds,local beta_female_SMS =  0.404,preday,TRUE,0.404,0.404,0.404,0.404
tmds,local beta_female_Rail_SMS = 0,preday,TRUE,0,0,0,0
tmds,local beta_female_walk = 1.83,preday,TRUE,1.83,-0.17,3.83,1.83
tmds,local beta_female_SMS_Pool =  0.404,preday,TRUE,0.404,0.404,0.404,0.404
tmds,local beta_female_Rail_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_bus_mrt_1= 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_private_bus_1 = -999,preday,TRUE,-999,0,0,-999
tmdw,local beta_cost_drive1_1 = -6.75,preday,TRUE,-6.75,0,0,-6.75
tmdw,local beta_cost_share2_1 = -8.80,preday,TRUE,-8.8,0,0,-8.8
tmdw,local beta_cost_share3_1 = -3.39,preday,TRUE,-3.39,0,0,-3.39
tmdw,local beta_cost_motor_1 = -0.553,preday,TRUE,-0.553,0,0,-0.553
tmdw,local beta_cost_taxi_1 = -1.49,preday,TRUE,-1.49,0,0,-1.49
tmdw,local beta_cost_SMS_1 = -1.69,preday,TRUE,-1.69,0,0,-1.69
tmdw,local beta_cost_Rail_SMS_1 = -6.75,preday,TRUE,-6.75,0,0,-6.75
tmdw,local beta_cost_SMS_Pool_1 = -1.49,preday,TRUE,-1.49,0,0,-1.49
tmdw,local beta_cost_Rail_SMS_Pool_1 = -6.75,preday,TRUE,-6.75,0,0,-6.75
tmdw,local beta_cost_bus_mrt_2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_private_bus_2 = -999,preday,TRUE,-999,0,0,-999
tmdw,local beta_cost_drive1_2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_share2_2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_share3_2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_motor_2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_taxi_2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_SMS_2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_Rail_SMS_2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_SMS_Pool_2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cost_Rail_SMS_Pool_2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_tt_bus_mrt = 0,preday,TRUE,0,0,0,0
tmdw,local beta_tt_private_bus= -999,preday,TRUE,-999,0,0,-999
tmdw,local beta_tt_drive1 = -1.04,preday,TRUE,-1.04,0,0,-1.04
tmdw,local beta_tt_share2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_tt_share3 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_tt_motor = 0,preday,TRUE,0,0,0,0
tmdw,local beta_tt_walk = -5,preday,TRUE,-5,0,0,-5
tmdw,local beta_tt_taxi= -1.71,preday,TRUE,-1.71,0,0,-1.71
tmdw,local beta_tt_SMS = -1.71,preday,TRUE,-1.71,0,0,-1.71
tmdw,local beta_tt_Rail_SMS = -1.04,preday,TRUE,-1.04,0,0,-1.04
tmdw,local beta_tt_SMS_Pool = -1.71,preday,TRUE,-1.71,0,0,-1.71
tmdw,local beta_tt_Rail_SMS_Pool = -1.04,preday,TRUE,-1.04,0,0,-1.04
tmdw,local beta_log = 0.793,preday,TRUE,0.793,0,0,0.793
tmdw,local beta_area = 5.61,preday,TRUE,5.61,0,0,5.61
tmdw,local beta_population = 0,preday,TRUE,0,0,0,0
tmdw,local beta_central_bus_mrt = 0.284,preday,TRUE,0.284,0,0,0.284
tmdw,local beta_central_private_bus = -999,preday,TRUE,-999,0,0,-999
tmdw,local beta_central_drive1 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_central_share2 = 0.226,preday,TRUE,0.226,0,0,0.226
tmdw,local beta_central_share3 = 0.367,preday,TRUE,0.367,0,0,0.367
tmdw,local beta_central_motor = 0.618,preday,TRUE,0.618,0,0,0.618
tmdw,local beta_central_walk = -1.32,preday,TRUE,-1.32,0,0,-1.32
tmdw,local beta_central_taxi = 1.13,preday,TRUE,1.13,0,0,1.13
tmdw,local beta_central_SMS = 1.13,preday,TRUE,1.13,0,0,1.13
tmdw,local beta_central_Rail_SMS = 0.284,preday,TRUE,0.284,0,0,0.284
tmdw,local beta_central_SMS_Pool = 1.13,preday,TRUE,1.13,0,0,1.13
tmdw,local beta_central_Rail_SMS_Pool = 0.284,preday,TRUE,0.284,0,0,0.284
tmdw,local beta_distance_bus_mrt = 0,preday,TRUE,0,0,0,0
tmdw,local beta_distance_private_bus = -999,preday,TRUE,-999,0,0,-999
tmdw,local beta_distance_drive1 = -0.018,preday,TRUE,-0.018,0,0,-0.018
tmdw,local beta_distance_share2 = -0.018,preday,TRUE,-0.018,0,0,-0.018
tmdw,local beta_distance_share3 = -0.0299,preday,TRUE,-0.0299,0,0,-0.0299
tmdw,local beta_distance_motor = -0.0319,preday,TRUE,-0.0319,0,0,-0.0319
tmdw,local beta_distance_walk = -1,preday,TRUE,-1,0,0,-1
tmdw,local beta_distance_taxi = 0,preday,TRUE,0,0,0,0
tmdw,local beta_distance_SMS =0,preday,TRUE,0,0,0,0
tmdw,local beta_distance_Rail_SMS = 0,preday,TRUE,0,0,0,0
tmdw,local beta_distance_SMS_Pool =0,preday,TRUE,0,0,0,0
tmdw,local beta_distance_Rail_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmdw,local beta_cons_bus = -5,preday,TRUE,-5,0,0,-5
tmdw,local beta_cons_mrt = -6.948,preday,TRUE,-6.948,0,0,-6.948
tmdw,local beta_cons_private_bus = -999,preday,TRUE,-999,0,0,-999
tmdw,local beta_cons_drive1 = -7,preday,TRUE,-7,0,0,-7
tmdw,local beta_cons_share2 = -10.514,preday,TRUE,-10.514,0,0,-10.514
tmdw,local beta_cons_share3 = -11.705,preday,TRUE,-11.705,0,0,-11.705
tmdw,local beta_cons_motor = -5.218,preday,TRUE,-5.218,0,0,-5.218
tmdw,local beta_cons_walk = -10,preday,TRUE,-10,0,0,-10
tmdw,local beta_cons_taxi = -10.535,preday,TRUE,-10.535,0,0,-10.535
tmdw,local beta_cons_SMS = -10.035,preday,TRUE,-10.035,0,0,-10.035
tmdw,local beta_cons_Rail_SMS = -11.493,preday,TRUE,-11.493,0,0,-11.493
tmdw,local beta_cons_SMS_Pool = -13.993,preday,TRUE,-13.993,0,0,-13.993
tmdw,local beta_cons_Rail_SMS_Pool =  -22.616,preday,TRUE,-22.616,0,0,-22.616
tmdw,local beta_zero_bus = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_bus = -3.20,preday,TRUE,-3.2,0,0,-3.2
tmdw,local beta_twoplus_bus = -0.658,preday,TRUE,-0.658,0,0,-0.658
tmdw,local beta_threeplus_bus = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_mrt= 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_mrt = -2.53,preday,TRUE,-2.53,0,0,-2.53
tmdw,local beta_twoplus_mrt = -1.71,preday,TRUE,-1.71,0,0,-1.71
tmdw,local beta_threeplus_mrt = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_privatebus = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_privatebus = -3.54,preday,TRUE,-3.54,0,0,-3.54
tmdw,local beta_twoplus_privatebus = 0,preday,TRUE,0,0,0,0
tmdw,local beta_threeplus_privatebus = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_drive1 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_drive1 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_twoplus_drive1 = 0.558,preday,TRUE,0.558,0,0,0.558
tmdw,local beta_threeplus_drive1 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_share2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_share2 = 0.502,preday,TRUE,0.502,0,0,0.502
tmdw,local beta_twoplus_share2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_threeplus_share2 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_share3 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_share3 = -0.515,preday,TRUE,-0.515,0,0,-0.515
tmdw,local beta_twoplus_share3 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_threeplus_share3 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_car_motor = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_car_motor = -3.12,preday,TRUE,-3.12,0,0,-3.12
tmdw,local beta_twoplus_car_motor = 0,preday,TRUE,0,0,0,0
tmdw,local beta_threeplus_car_motor = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_walk = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_walk = -2.65,preday,TRUE,-2.65,0,0,-2.65
tmdw,local beta_twoplus_walk = 0,preday,TRUE,0,0,0,0
tmdw,local beta_threeplus_walk = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_taxi = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_taxi = -3.03,preday,TRUE,-3.03,0,0,-3.03
tmdw,local beta_twoplus_taxi = 0,preday,TRUE,0,0,0,0
tmdw,local beta_threeplus_taxi = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_SMS = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_SMS = -3.03,preday,TRUE,-3.03,0,0,-3.03
tmdw,local beta_twoplus_SMS = 0,preday,TRUE,0,0,0,0
tmdw,local beta_threeplus_SMS = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_SMS_Pool = -3.03,preday,TRUE,-3.03,0,0,-3.03
tmdw,local beta_twoplus_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmdw,local beta_threeplus_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_Rail_SMS = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_Rail_SMS = -2.53,preday,TRUE,-2.53,0,0,-2.53
tmdw,local beta_twoplus_Rail_SMS = -1.71,preday,TRUE,-1.71,0,0,-1.71
tmdw,local beta_threeplus_Rail_SMS = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_Rail_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_Rail_SMS_Pool = -2.53,preday,TRUE,-2.53,0,0,-2.53
tmdw,local beta_twoplus_Rail_SMS_Pool = -1.71,preday,TRUE,-1.71,0,0,-1.71
tmdw,local beta_threeplus_Rail_SMS_Pool = 0,preday,TRUE,0,0,0,0
tmdw,local beta_zero_motor = 0,preday,TRUE,0,0,0,0
tmdw,local beta_oneplus_motor = 0,preday,TRUE,0,0,0,0
tmdw,local beta_twoplus_motor = 4.79,preday,TRUE,4.79,0,0,4.79
tmdw,local beta_threeplus_motor= 0,preday,TRUE,0,0,0,0
tmdw,local beta_female_bus = 1.94,preday,TRUE,1.94,0,0,1.94
tmdw,local beta_female_mrt = 1.60,preday,TRUE,1.6,0,0,1.6
tmdw,local beta_female_private_bus = 1.41,preday,TRUE,1.41,0,0,1.41
tmdw,local beta_female_drive1 = 0,preday,TRUE,0,0,0,0
tmdw,local beta_female_share2 = 1.72,preday,TRUE,1.72,0,0,1.72
tmdw,local beta_female_share3 = 0.429,preday,TRUE,0.429,0,0,0.429
tmdw,local beta_female_motor = -2.36,preday,TRUE,-2.36,0,0,-2.36
tmdw,local beta_female_taxi = 2.89,preday,TRUE,2.89,0,0,2.89
tmdw,local beta_female_walk = 3.08,preday,TRUE,3.08,0,0,3.08
tmdw,local beta_female_Rail_SMS = 1.60,preday,TRUE,1.6,0,0,1.6
tmdw,local beta_female_SMS = 2.89,preday,TRUE,2.89,0,0,2.89
tmdw,local beta_female_Rail_SMS_Pool = 1.60,preday,TRUE,1.6,0,0,1.6
tmdw,local beta_female_SMS_Pool = 2.89,preday,TRUE,2.89,0,0,2.89
tme,local beta_cons_bus = -2,preday,TRUE,-2,-5,15,-2
tme,local beta_cons_mrt = - 8,preday,TRUE,-8,-10,-6,-8
tme,local beta_cons_privatebus= -999,preday,TRUE,-999,-999,-999,-999
tme,local beta_cons_drive1= -4,preday,TRUE,-4,-15,0,-4
tme,local beta_cons_share2= -15,preday,TRUE,-15,-17,-13,-15
tme,local beta_cons_share3= -13.5,preday,TRUE,-13.5,-15.5,-11.5,-13.5
tme,local beta_cons_motor= 9.992,preday,TRUE,9.992,7.992,11.992,9.992
tme,local beta_cons_walk= -6.5,preday,TRUE,-6.5,-8,8,-6.5
tme,local beta_cons_taxi=  -11.334,preday,TRUE,-11.334,-11.334,-11.334,-11.334
tme,local beta_cons_SMS = -10.8,preday,TRUE,-10.8,-10.8,-10.8,-10.8
tme,local beta_cons_Rail_SMS =-12.4,preday,TRUE,-12.4,-12.4,-12.4,-12.4
tme,local beta_cons_SMS_Pool = -14,preday,TRUE,-14,-14,-14,-14
tme,local beta_cons_Rail_SMS_Pool = -12,preday,TRUE,-12,-12,-12,-12
tme,local beta1_1_tt = 0.1,preday,TRUE,0.1,-15,0,0.1
tme,local beta1_2_tt = -0.690,preday,TRUE,-0.69,-15,0,-0.69
tme,local beta1_3_tt = -1.06,preday,TRUE,-1.06,-15,0,-1.06
tme,local beta_private_1_tt= -999,preday,TRUE,-999,-999,-999,-999
tme,local beta2_tt_drive1 = -0.736,preday,TRUE,-0.736,-15,0,-0.736
tme,local beta2_tt_share2 = -2,preday,TRUE,-2,-15,0,-2
tme,local beta2_tt_share3 = -2,preday,TRUE,-2,-15,0,-2
tme,local beta2_tt_motor = 0,preday,TRUE,0,-2,2,0
tme,local beta_tt_walk = -4,preday,TRUE,-4,-3,3,-4
tme,local beta_tt_taxi = -2.84,preday,TRUE,-2.84,-2.84,-2.84,-2.84
tme,local beta_tt_SMS = -2.84,preday,TRUE,-2.84,-2.84,-2.84,-2.84
tme,local beta_tt_SMS_Pool = -2.84,preday,TRUE,-2.84,-2.84,-2.84,-2.84
tme,local beta_cost = 0,preday,TRUE,0,-2,2,0
tme,local beta_cost_erp = 0,preday,TRUE,0,0,0,0
tme,local beta_cost_parking = 0,preday,TRUE,0,0,0,0
tme,local beta_central_bus = -0.330,preday,TRUE,-0.33,-10,10,-0.33
tme,local beta_central_mrt = 0.502 ,preday,TRUE,0.502,-1.498,2.502,0.502
tme,local beta_central_privatebus = -999,preday,TRUE,-999,-999,-999,-999
tme,local beta_central_share2 = -0.5,preday,TRUE,-0.5,-10,0,-0.5
tme,local beta_central_share3 = -0.8,preday,TRUE,-0.8,-10,0,-0.8
tme,local beta_central_motor = 0.136,preday,TRUE,0.136,-1.864,2.136,0.136
tme,local beta_central_taxi = 1.04,preday,TRUE,1.04,1.04,1.04,1.04
tme,local beta_central_walk = 0.1,preday,TRUE,0.1,-10,10,0.1
tme,local beta_central_SMS = 1.04,preday,TRUE,1.04,1.04,1.04,1.04
tme,local beta_central_Rail_SMS = 0.502,preday,TRUE,0.502,0.502,0.502,0.502
tme,local beta_central_SMS_Pool = 1.04,preday,TRUE,1.04,1.04,1.04,1.04
tme,local beta_central_Rail_SMS_Pool = 0.502,preday,TRUE,0.502,0.502,0.502,0.502
tme,local beta_female_bus = 0.804,preday,TRUE,0.804,-5,5,0.804
tme,local beta_female_mrt = 0.916,preday,TRUE,0.916,-1.084,2.916,0.916
tme,local beta_female_Rail_SMS = 0.916,preday,TRUE,0.916,0.916,0.916,0.916
tme,local beta_female_Rail_SMS_Pool = 0.916,preday,TRUE,0.916,0.916,0.916,0.916
tme,local beta_female_privatebus = 0.875,preday,TRUE,0.875,0.875,0.875,0.875
tme,local beta_female_drive1 = 0,preday,TRUE,0,-5,5,0
tme,local beta_female_share2 = 0.877,preday,TRUE,0.877,-5,5,0.877
tme,local beta_female_share3 = 0.762,preday,TRUE,0.762,-5,5,0.762
tme,local beta_female_motor = 0,preday,TRUE,0,-2,2,0
tme,local beta_female_taxi = 0.567,preday,TRUE,0.567,0.567,0.567,0.567
tme,local beta_female_SMS = 0.567,preday,TRUE,0.567,0.567,0.567,0.567
tme,local beta_female_SMS_Pool = 0.567,preday,TRUE,0.567,0.567,0.567,0.567
tme,local beta_female_walk = 0.877,preday,TRUE,0.877,-5,5,0.877
tme,local beta_zero_drive1 = 0,preday,TRUE,0,-2,2,0
tme,local beta_oneplus_drive1 = 0,preday,TRUE,0,-2,2,0
tme,local beta_twoplus_drive1 = 0,preday,TRUE,0,-2,2,0
tme,local beta_threeplus_drive1 = 0,preday,TRUE,0,-2,2,0
tme,local beta_zero_share2 = 0,preday,TRUE,0,-2,2,0
tme,local beta_oneplus_share2 = 2.77,preday,TRUE,2.77,0.77,4.77,2.77
tme,local beta_twoplus_share2 = 2.77,preday,TRUE,2.77,0.77,4.77,2.77
tme,local beta_threeplus_share2 = 0.140,preday,TRUE,0.14,-1.86,2.14,0.14
tme,local beta_zero_share3 = 0,preday,TRUE,0,-2,2,0
tme,local beta_oneplus_share3 = 2.79,preday,TRUE,2.79,0.79,4.79,2.79
tme,local beta_twoplus_share3 = 0.998,preday,TRUE,0.998,-1.002,2.998,0.998
tme,local beta_threeplus_share3 = 0,preday,TRUE,0,-2,2,0
tme,local beta_zero_motor = 0,preday,TRUE,0,-2,2,0
tme,local beta_oneplus_motor = 0,preday,TRUE,0,-2,2,0
tme,local beta_twoplus_motor = 0,preday,TRUE,0,-2,2,0
tme,local beta_threeplus_motor = 0,preday,TRUE,0,-2,2,0
tme,local beta_transfer = 0,preday,TRUE,0,-2,2,0
tme,local beta_distance = -0.0116,preday,TRUE,-0.0116,-2.0116,1.9884,-0.0116
tme,local beta_residence = -0.488,preday,TRUE,-0.488,-2.488,1.512,-0.488
tme,local beta_residence_2 = 0,preday,TRUE,0,-2,2,0
tme,local beta_attraction = -0.0429,preday,TRUE,-0.0429,0,0,-0.0429
tme,local beta_attraction_2 = 0,preday,TRUE,0,0,0,0
tme,local beta_age_over_15_bus = 1.95,preday,TRUE,1.95,1.95,1.95,1.95
tme,local beta_age_over_15_mrt = 2.46,preday,TRUE,2.46,2.46,2.46,2.46
tme,local beta_age_over_15_Rail_SMS = 2.46,preday,TRUE,2.46,2.46,2.46,2.46
tme,local beta_age_over_15_Rail_SMS_Pool = 2.46,preday,TRUE,2.46,2.46,2.46,2.46
tme,local beta_age_over_15_private_bus = 0,preday,TRUE,0,0,0,0
tme,local beta_age_over_15_drive1 = 0,preday,TRUE,0,0,0,0
tme,local beta_age_over_15_share2 = 0.376,preday,TRUE,0.376,0.376,0.376,0.376
tme,local beta_age_over_15_share3 = 0,preday,TRUE,0,0,0,0
tme,local beta_age_over_15_motor = 0,preday,TRUE,0,0,0,0
tme,local beta_age_over_15_walk = 1.28,preday,TRUE,1.28,1.28,1.28,1.28
tme,local beta_age_over_15_taxi = 0.772,preday,TRUE,0.772,0.772,0.772,0.772
tme,local beta_age_over_15_SMS = 0.772,preday,TRUE,0.772,0.772,0.772,0.772
tme,local beta_age_over_15_SMS_Pool = 0.772,preday,TRUE,0.772,0.772,0.772,0.772
tme,local beta_university_student_bus = -0.157,preday,TRUE,-0.157,-2.157,1.843,-0.157
tme,local beta_university_student_mrt = 0.308,preday,TRUE,0.308,-1.692,2.308,0.308
tme,local beta_university_student_Rail_SMS = 0.308,preday,TRUE,0.308,0.308,0.308,0.308
tme,local beta_university_student_Rail_SMS_Pool = 0.308,preday,TRUE,0.308,0.308,0.308,0.308
tme,local beta_university_student_private_bus = 0.227,preday,TRUE,0.227,0.227,0.227,0.227
tme,local beta_university_student_drive1 = 0,preday,TRUE,0,-2,2,0
tme,local beta_university_student_share2 = 0.267,preday,TRUE,0.267,-1.733,2.267,0.267
tme,local beta_university_student_share3 = 0,preday,TRUE,0,-2,2,0
tme,local beta_university_student_motor = 0,preday,TRUE,0,-2,2,0
tme,local beta_university_student_walk = 0,preday,TRUE,0,-2,2,0
tme,local beta_university_student_taxi = 2.10,preday,TRUE,2.1,2.1,2.1,2.1
tme,local beta_university_student_SMS = 2.10,preday,TRUE,2.1,2.1,2.1,2.1
tme,local beta_university_student_SMS_Pool = 2.10,preday,TRUE,2.1,2.1,2.1,2.1
tme,local beta_distance_motor = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_cons_bus = -0.1,preday,TRUE,-0.1,-10,10,-0.1
tmw,bundled_variables.beta_cons_mrt = -2,preday,TRUE,-2,-4,0,-2
tmw,bundled_variables.beta_cons_privatebus =  -999,preday,TRUE,-999,-999,-999,-999
tmw,bundled_variables.beta_cons_drive1 = -10,preday,TRUE,-10,-15,5,-10
tmw,bundled_variables.beta_cons_share2 = -10,preday,TRUE,-10,-15,5,-10
tmw,bundled_variables.beta_cons_share3 = -11,preday,TRUE,-11,-15,5,-11
tmw,bundled_variables.beta_cons_motor = -0.042,preday,TRUE,-0.042,-2.042,1.958,-0.042
tmw,bundled_variables.beta_cons_walk = -4.5,preday,TRUE,-4.5,-8,8,-4.5
tmw,bundled_variables.beta_cons_taxi = -4.71 ,preday,TRUE,-4.71,-4.71,-4.71,-4.71
tmw,bundled_variables.beta_cons_SMS = -4.2,preday,TRUE,-4.2,-4.2,-4.2,-4.2
tmw,bundled_variables.beta_cons_Rail_SMS =  -4.446,preday,TRUE,-4.446,-4.446,-4.446,-4.446
tmw,bundled_variables.beta_cons_SMS_Pool =  -6.846,preday,TRUE,-6.846,-6.846,-6.846,-6.846
tmw,bundled_variables.beta_cons_Rail_SMS_Pool = -2,preday,TRUE,-2,-2,-2,-2
tmw,local beta1_1_tt = -0.1,preday,TRUE,-0.1,-15,0,-0.1
tmw,local beta1_2_tt = -0.1,preday,TRUE,-0.1,-15,0,-0.1
tmw,local beta1_3_tt = -0.1,preday,TRUE,-0.1,-15,0,-0.1
tmw,bundled_variables.beta_private_1_tt = -999,preday,TRUE,-999,-999,-999,-999
tmw,local beta2_tt_drive1 = -7,preday,TRUE,-7,-15,0,-7
tmw,local beta2_tt_share2 = -7,preday,TRUE,-7,-15,0,-7
tmw,local beta2_tt_share3 = -6,preday,TRUE,-6,-15,0,-6
tmw,local beta2_tt_motor = -0.897,preday,TRUE,-0.897,-2.897,1.103,-0.897
tmw,bundled_variables.beta_tt_walk = -4,preday,TRUE,-4,-6,-2,-4
tmw,bundled_variables.beta_tt_taxi = -1.17,preday,TRUE,-1.17,-3,3,-1.17
tmw,bundled_variables.beta_tt_SMS = -1.17,preday,TRUE,-1.17,-1.17,-1.17,-1.17
tmw,bundled_variables.beta_tt_SMS_Pool = -1.17,preday,TRUE,-1.17,-1.17,-1.17,-1.17
tmw,local beta4_1_cost = -8.06,preday,TRUE,0,0,0,-8.06
tmw,local beta4_2_cost = -0.0375,preday,TRUE,0,0,0,-0.0375
tmw,local beta5_1_cost = -9.58,preday,TRUE,0,0,0,-9.58
tmw,local beta5_2_cost = -0.0244,preday,TRUE,0,0,0,-0.0244
tmw,local beta6_1_cost = -6.16,preday,TRUE,-6.16,-8.16,-4.16,-6.16
tmw,local beta6_2_cost = -0.04,preday,TRUE,-0.04,-2.04,1.96,-0.04
tmw,local beta7_1_cost = -8.34,preday,TRUE,-8.34,-10.34,-6.34,-8.34
tmw,local beta7_2_cost = -0.0383,preday,TRUE,-0.0383,-2.0383,1.9617,-0.0383
tmw,local beta8_1_cost = -7.96,preday,TRUE,-7.96,-9.96,-5.96,-7.96
tmw,local beta8_2_cost = -0.0332,preday,TRUE,-0.0332,-2.0332,1.9668,-0.0332
tmw,local beta9_1_cost = -6.74,preday,TRUE,-6.74,-8.74,-4.74,-6.74
tmw,local beta9_2_cost = -0.0455,preday,TRUE,-0.0455,-2.0455,1.9545,-0.0455
tmw,local beta11_1_cost = -6.74,preday,TRUE,0,0,0,-6.74
tmw,local beta11_2_cost = -0.0455,preday,TRUE,0,0,0,-0.0455
tmw,local beta10_1_cost = -4.97,preday,TRUE,0,0,0,-4.97
tmw,local beta10_2_cost = -0.0296,preday,TRUE,0,0,0,-0.0296
tmw,bundled_variables.beta_cost_erp = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_cost_parking = 0,preday,TRUE,0,0,0,0
tmw,bundled_variables.beta_central_bus = 2,preday,TRUE,2,-10,10,2
tmw,bundled_variables.beta_central_mrt = 1.13,preday,TRUE,1.13,-0.87,3.13,1.13
tmw,bundled_variables.beta_central_privatebus = -999,preday,TRUE,-999,-999,-999,-999
tmw,bundled_variables.beta_central_share2 = -0.5,preday,TRUE,-0.5,-10,0,-0.5
tmw,bundled_variables.beta_central_share3 = -0.8,preday,TRUE,-0.8,-10,0,-0.8
tmw,bundled_variables.beta_central_motor = 0.300,preday,TRUE,0.3,-1.7,2.3,0.3
tmw,bundled_variables.beta_central_taxi = 1.11,preday,TRUE,1.11,1.11,1.11,1.11
tmw,bundled_variables.beta_central_walk = 0,preday,TRUE,0,-10,10,0
tmw,bundled_variables.beta_central_SMS = 1.11,preday,TRUE,1.11,1.11,1.11,1.11
tmw,bundled_variables.beta_central_Rail_SMS = 1.13,preday,TRUE,1.13,1.13,1.13,1.13
tmw,bundled_variables.beta_central_SMS_Pool = 1.11,preday,TRUE,1.11,1.11,1.11,1.11
tmw,bundled_variables.beta_central_Rail_SMS_Pool = 1.13,preday,TRUE,1.13,1.13,1.13,1.13
tmw,bundled_variables.beta_female_oneplus_bus = 1.73,preday,TRUE,1.73,-0.27,3.73,1.73
tmw,bundled_variables.beta_female_twoplus_bus = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_female_oneplus_mrt = 1.73,preday,TRUE,1.73,-0.27,3.73,1.73
tmw,bundled_variables.beta_female_twoplus_mrt = 0,preday,TRUE,0,-2,2,0
tmw,bundled_variables.beta_female_oneplus_Rail_SMS = 1.73,preday,TRUE,1.73,1.73,1.73,1.73
tmw,bundled_variables.beta_female_twoplus_Rail_SMS = -1.58,preday,TRUE,-1.58,-1.58,-1.58,-1.58
tmw,bundled_variables.beta_female_oneplus_Rail_SMS_Pool = 1.73,preday,TRUE,1.73,1.73,1.73,1.73
tmw,bundled_variables.beta_female_twoplus_Rail_SMS_Pool = -1.58,preday,TRUE,-1.58,-1.58,-1.58,-1.58
tmw,bundled_variables.beta_female_oneplus_privatebus = 1.77,preday,TRUE,1.77,1.77,1.77,1.77
tmw,bundled_variables.beta_female_twoplus_privatebus = -1.05,preday,TRUE,-1.05,-1.05,-1.05,-1.05
tmw,bundled_variables.beta_female_oneplus_drive1 = 0,preday,TRUE,0,-2,2,0
